City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ariquemes,BR,-9.9133,-63.0408,95.45,19,0,4.27,clear sky
347,Camacha,PT,33.0833,-16.3333,71.02,68,20,12.66,few clouds
348,Bathsheba,BB,13.2167,-59.5167,84.81,91,40,17.27,scattered clouds
349,Patti,IN,31.2808,74.8572,89.67,46,91,4.47,overcast clouds
350,Marquette,US,46.5333,-87.6335,82.78,83,100,9.22,overcast clouds
351,Xai-Xai,MZ,-25.0519,33.6442,68.29,89,5,8.66,light rain
352,Gamba,GA,-2.65,10.0,71.46,89,100,5.19,overcast clouds
353,Talant,FR,47.3369,5.0089,93.81,29,0,4.61,clear sky
354,Tortoli,IT,39.9256,9.6572,80.13,60,0,3.91,clear sky
355,Algiers,DZ,36.7525,3.042,78.62,78,40,11.5,scattered clouds
356,Bulungu,CD,-4.55,18.6,78.37,52,10,3.89,clear sky
357,Chebenki,RU,51.9337,55.7077,64.15,65,51,6.62,broken clouds
358,Mercedes,AR,-34.6515,-59.4307,64.85,33,0,9.84,clear sky
359,Zhanaozen,KZ,43.3,52.8,95.36,18,1,7.0,clear sky
360,Menongue,AO,-14.6585,17.691,56.12,38,0,3.87,clear sky
361,Lenine,UA,45.2986,35.7771,68.41,55,0,8.9,clear sky
362,Takoradi,GH,4.8845,-1.7554,74.21,76,98,7.74,overcast clouds
363,Kpandae,GH,8.4689,-0.0113,75.24,76,41,5.5,scattered clouds
364,Paldiski,EE,59.3567,24.0531,66.45,60,3,19.91,clear sky
365,Itupiranga,BR,-5.1347,-49.3267,97.12,31,86,3.53,overcast clouds
366,Semnan,IR,35.5729,53.3971,86.58,27,0,11.3,clear sky
367,Mbini,GQ,1.574,9.6134,75.87,79,18,8.39,few clouds
368,Batsfjord,NO,70.6345,29.7185,62.38,63,20,5.75,few clouds
369,Coari,BR,-4.085,-63.1414,83.01,67,100,1.12,overcast clouds
370,Sibut,CF,5.718,19.0739,67.91,99,100,2.39,overcast clouds
371,Chapais,CA,49.7834,-74.8492,67.78,81,100,12.15,overcast clouds
372,Sassandra,CI,4.95,-6.0833,73.71,75,94,6.89,overcast clouds
373,Puerto Colombia,CO,10.9878,-74.9547,83.97,74,20,19.48,few clouds
374,Saint-Georges,GD,12.0564,-61.7485,81.27,79,2,12.91,clear sky
375,Togul,RU,53.465,85.9128,54.41,91,35,3.44,scattered clouds
376,Contamana,PE,-7.3333,-75.0167,89.64,47,94,1.99,overcast clouds
377,Saint-Augustin,CA,51.226,-58.6502,63.86,89,100,10.76,overcast clouds
378,Gerash,IR,27.6652,54.1371,95.14,34,0,5.75,clear sky
379,Am Timan,TD,11.0297,20.2827,77.61,80,100,2.68,moderate rain
380,Medea,DZ,36.2642,2.7539,77.27,43,0,5.59,clear sky
381,Thinadhoo,MV,0.5333,72.9333,80.24,74,100,5.99,light rain
382,Pirajui,BR,-21.9986,-49.4572,86.22,24,0,4.36,clear sky
383,Mahesana,IN,23.6,72.4,80.85,86,100,13.53,overcast clouds
384,Surt,LY,31.2089,16.5887,80.87,63,0,10.45,clear sky
385,Ippy,CF,6.2679,21.2247,68.76,98,100,4.54,overcast clouds
386,Salinopolis,BR,-0.6136,-47.3561,81.25,80,96,10.47,overcast clouds
387,Ust-Tsilma,RU,65.441,52.1498,73.78,48,100,11.7,overcast clouds
388,Marzuq,YE,14.4,46.4667,83.28,42,100,12.19,overcast clouds
389,Lafia,NG,8.4833,8.5167,76.66,80,92,4.14,light rain
390,Liwale,TZ,-9.7667,37.9333,68.99,68,95,4.41,overcast clouds
391,Taoudenni,ML,22.6783,-3.9836,106.72,7,0,12.39,clear sky
392,Pisco,PE,-13.7,-76.2167,65.01,77,49,10.36,haze
393,Telgte,DE,51.9833,7.7833,94.98,21,0,3.44,clear sky
394,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,77,56,14.07,broken clouds
395,Muzhi,RU,65.3667,64.6667,58.26,66,3,6.91,clear sky
396,Melfi,IT,40.9965,15.6514,71.55,42,0,2.3,clear sky
397,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.94,45,11,2.53,few clouds
398,Tarata,BO,-17.6167,-66.0167,72.68,28,26,3.58,scattered clouds
399,Tranas,SE,58.0372,14.9782,68.4,56,100,2.37,overcast clouds
400,Camapua,BR,-19.5314,-54.0439,92.05,14,51,7.45,broken clouds
401,Tessalit,ML,20.1986,1.0114,92.14,31,81,10.92,light rain
402,Porto Calvo,BR,-9.045,-35.3983,77.0,76,2,8.9,clear sky
403,Bestobe,KZ,52.4994,73.0975,68.16,46,100,3.29,overcast clouds
404,Gryazovets,RU,58.88,40.2525,55.96,76,100,9.89,overcast clouds
405,Maniitsoq,GL,65.4167,-52.9,46.6,86,99,9.78,overcast clouds
406,Suksun,RU,57.1431,57.3949,58.66,92,0,8.77,clear sky
407,San Francisco,US,37.7749,-122.4194,88.18,73,20,18.41,few clouds
408,Piacabucu,BR,-10.4056,-36.4344,76.35,77,9,11.48,clear sky
409,Baracoa,CU,20.3467,-74.4958,86.65,65,5,11.16,clear sky
410,Tsumeb,NA,-19.2333,17.7167,60.1,29,0,5.75,clear sky
411,Kirn,DE,49.7833,7.45,89.22,32,6,3.98,clear sky
412,Miracema Do Tocantins,BR,-9.5618,-48.3967,94.86,21,0,6.17,clear sky
413,Zhezkazgan,KZ,47.8043,67.7144,78.58,25,0,8.03,clear sky
414,Beyneu,KZ,45.3167,55.2,99.75,18,72,7.45,broken clouds
415,Antalaha,MG,-14.9003,50.2788,67.84,85,9,12.17,light rain
416,Plettenberg Bay,ZA,-34.0527,23.3716,54.61,87,100,9.69,light rain
417,Georgiyevka,KZ,43.0369,74.7114,75.24,38,0,6.71,clear sky
418,Provins,FR,48.5833,3.1667,90.36,29,7,13.38,clear sky
419,Tukrah,LY,32.5341,20.5791,76.89,67,0,19.82,clear sky
420,Kaoma,ZM,-14.7833,24.8,62.49,43,52,3.76,broken clouds
421,Imbituba,BR,-28.24,-48.6703,68.86,88,13,14.0,few clouds
422,Barao De Melgaco,BR,-16.1944,-55.9675,96.75,13,100,2.82,overcast clouds
423,Olafsvik,IS,64.8945,-23.7142,53.6,74,90,11.77,overcast clouds
424,Manavgat,TR,36.7867,31.4431,83.01,50,0,5.41,clear sky
425,Banatski Karlovac,RS,45.0472,21.0161,72.61,25,0,4.14,clear sky
426,Ybycui,PY,-26.0167,-57.05,68.72,76,15,4.72,few clouds
427,Onhaye,BE,50.2426,4.8433,91.76,22,0,5.75,clear sky
428,Atasu,KZ,48.6814,71.6433,68.88,32,2,7.85,clear sky
429,Angoche,MZ,-16.2325,39.9086,72.21,73,0,6.78,clear sky
430,Maues,BR,-3.3836,-57.7186,96.01,31,69,4.41,broken clouds
431,Lincoln,US,40.8,-96.667,100.15,63,0,9.22,clear sky
432,The Valley,AI,18.217,-63.0578,87.66,70,20,18.41,haze
433,Sicuani,PE,-14.2694,-71.2261,62.13,16,96,8.59,overcast clouds
434,Methoni,GR,36.8197,21.7049,76.86,60,0,8.03,clear sky
435,Masuguru,TZ,-11.3667,38.4167,75.49,61,99,7.14,overcast clouds
436,Komsomolets,KZ,53.7453,62.0708,70.16,89,12,12.21,moderate rain
437,Korla,CN,41.7597,86.1469,76.3,39,100,19.06,overcast clouds
438,Oktyabrskoye,RU,43.0645,44.7417,66.34,93,100,6.71,overcast clouds
439,Muros,ES,42.7762,-9.0603,68.09,86,69,5.03,broken clouds
440,Kariba,ZW,-16.5167,28.8,65.75,54,11,3.22,few clouds
441,Onega,RU,63.9061,38.1404,54.5,99,100,9.6,moderate rain
442,Millville,US,39.4021,-75.0393,94.17,48,0,9.22,clear sky
443,Ciudad Bolivar,VE,8.1222,-63.5497,85.3,66,74,4.81,broken clouds
444,Bubaque,GW,11.2833,-15.8333,78.19,86,100,15.39,light rain
445,Alencon,FR,48.4333,0.0833,80.74,37,26,11.88,scattered clouds
446,Bilma,NE,18.6853,12.9164,96.96,13,5,6.22,clear sky
447,Cuiaba,BR,-15.5961,-56.0967,93.13,24,0,3.44,clear sky
448,Oussouye,SN,12.485,-16.5469,80.69,85,95,10.31,moderate rain
449,Lujan,AR,-34.5703,-59.105,65.01,40,1,4.0,clear sky
450,Barela,IN,23.1,80.05,75.45,92,100,7.16,overcast clouds
451,Panaba,MX,21.2833,-88.2667,100.69,29,99,9.48,overcast clouds
452,Kudahuvadhoo,MV,2.6708,72.8944,80.76,80,100,15.01,overcast clouds
453,Shelburne,CA,44.0787,-80.2041,86.31,45,28,13.35,scattered clouds
454,Hualmay,PE,-11.0964,-77.6139,66.65,72,85,9.24,overcast clouds
455,Businga,CD,3.3333,20.8833,70.18,99,99,1.32,light rain
456,Watertown,US,42.3709,-71.1828,94.05,47,19,11.99,few clouds
457,Svetlogorsk,BY,52.6333,29.7333,59.65,84,29,6.13,scattered clouds
458,Corinto,GR,37.9407,22.9573,79.9,41,1,1.01,clear sky
459,Padang,ID,-0.9492,100.3543,77.2,87,30,2.37,light rain
460,Guapi,CO,2.5708,-77.8854,82.6,82,56,7.7,moderate rain
461,Opuwo,NA,-18.0607,13.84,61.99,34,0,1.03,clear sky
462,Maridi,SS,4.9158,29.4742,67.59,91,100,3.71,overcast clouds
463,Campbeltown,GB,55.4258,-5.6076,57.25,93,100,17.74,overcast clouds
464,Port Blair,IN,11.6667,92.75,78.84,94,75,3.44,mist
465,Arys,KZ,42.4252,68.795,85.48,22,0,15.28,clear sky
466,Chitipa,MW,-9.7024,33.2697,58.53,84,9,7.49,clear sky
467,Laguna,US,38.421,-121.4238,99.01,29,0,6.91,clear sky
468,Henties Bay,NA,-22.116,14.2845,56.57,87,0,11.92,clear sky
469,Muravlenko,RU,63.7898,74.523,63.03,53,100,8.25,overcast clouds
470,Saint-Joseph,RE,-21.3667,55.6167,63.21,77,20,19.37,light rain
471,Gabu,GW,12.2833,-14.2167,76.35,89,100,7.76,overcast clouds
472,Kulhudhuffushi,MV,6.6221,73.07,80.78,82,100,19.17,overcast clouds
473,Yarim,YE,14.298,44.3779,59.41,62,100,4.07,overcast clouds
474,Isakly,RU,54.1333,51.5333,59.0,90,0,5.91,clear sky
475,Yaransk,RU,57.3033,47.8861,55.35,95,8,11.25,clear sky
476,Fort Thomas,US,39.0751,-84.4472,91.53,61,27,3.0,scattered clouds
477,Gasa,PS,31.5,34.4667,79.88,73,0,6.02,clear sky
478,Wamba,NG,8.9333,8.6,71.58,91,25,2.86,moderate rain
479,Necochea,AR,-38.5473,-58.7368,57.24,36,0,15.41,clear sky
480,Jaffna,LK,9.6685,80.0074,80.44,82,100,12.86,overcast clouds
481,Avigliana,IT,45.0771,7.3986,88.56,50,100,5.26,overcast clouds
482,Kondol,RU,52.8189,45.058,60.49,63,86,9.06,overcast clouds
483,Yar-Sale,RU,66.8333,70.8333,57.27,69,10,6.33,clear sky
484,La Baule-Escoublac,FR,47.2922,-2.364,69.46,82,20,9.22,few clouds
485,Voghera,IT,44.9947,9.0086,91.08,27,0,8.05,clear sky
486,Tonj,SS,7.2737,28.6822,70.16,93,31,4.38,scattered clouds
487,Diamantino,BR,-14.4086,-56.4461,94.05,15,0,6.53,clear sky
488,Ullapool,GB,57.8987,-5.1604,59.34,97,100,1.97,overcast clouds
489,Leh,IN,34.1667,77.5833,68.81,38,9,5.08,clear sky
490,Gravdal,NO,68.1214,13.5031,55.29,82,40,9.22,scattered clouds
491,Belyy Yar,RU,53.6039,91.3903,55.85,82,0,6.71,clear sky
492,Ekibastuz,KZ,51.6667,75.3667,69.87,45,26,6.55,scattered clouds
493,Saint Andrews,US,34.0454,-81.1293,94.59,54,40,10.36,scattered clouds
494,Lubao,PH,14.9167,120.55,82.11,88,55,1.39,broken clouds
495,Sinnamary,GF,5.3833,-52.95,81.77,79,92,9.8,overcast clouds
496,Sao Sebastiao,BR,-23.76,-45.4097,72.84,82,30,2.57,scattered clouds
497,Jaru,BR,-10.4389,-62.4664,94.96,20,1,4.81,clear sky
498,Gambela,ET,8.25,34.5833,70.41,92,100,3.31,overcast clouds
499,Chalmette,US,29.9427,-89.9634,96.01,55,40,8.05,scattered clouds
500,Khash,IR,28.2211,61.2158,83.23,49,13,3.49,few clouds
501,Saint Anthony,US,45.0205,-93.218,89.92,48,75,23.02,broken clouds
502,Yarovoye,RU,52.9273,78.58,63.14,61,67,4.81,broken clouds
503,Rae Bareli,IN,26.2167,81.2333,90.12,57,76,4.18,broken clouds
504,Envira,BR,-7.3,-70.2167,91.36,39,72,4.12,broken clouds
505,Kayes,ML,14.0,-11.0,82.38,70,100,9.8,light rain
506,Acarau,BR,-2.8856,-40.12,85.77,63,44,17.52,scattered clouds
507,General Elizardo Aquino,PY,-24.4333,-56.7,84.45,46,0,2.55,clear sky
508,Madingou,CG,-4.1536,13.55,78.76,59,63,2.86,broken clouds
509,Yashkul,RU,46.1711,45.3435,64.71,87,100,1.03,light rain
510,Hermon,US,44.8101,-68.9134,89.53,52,75,12.66,broken clouds
511,Mbekenyera,TZ,-10.0,38.9833,68.94,75,72,6.51,broken clouds
512,Rockland,US,41.1668,-74.0496,91.96,49,0,1.01,clear sky
513,Berbera,SO,10.4396,45.0143,92.48,38,100,28.03,overcast clouds
514,Seinajoki,FI,62.7945,22.8282,59.23,60,0,4.61,clear sky
515,Jucurutu,BR,-6.0339,-37.0203,86.47,44,91,21.5,overcast clouds
516,Llata,PE,-9.4167,-76.7833,62.19,41,21,10.8,few clouds
517,Duma,CN,34.7653,108.135,57.7,94,0,0.45,clear sky
518,Neuquen,AR,-38.9516,-68.0591,51.69,43,0,3.44,clear sky
519,Acari,PE,-15.4311,-74.6158,73.96,54,22,9.64,few clouds
520,Narva-Joesuu,EE,59.4589,28.0408,62.37,78,18,10.2,few clouds
521,Turukhansk,RU,65.8167,87.9833,50.56,67,99,9.17,overcast clouds
522,Hauterive,FR,46.0901,3.4459,90.36,38,0,2.68,clear sky
523,Pimentel,PE,-6.8367,-79.9342,70.09,64,0,12.66,clear sky
524,Cabedelo,BR,-6.9811,-34.8339,81.27,77,0,17.18,clear sky
525,Taywarah,AF,33.35,64.4167,64.29,18,0,6.87,clear sky
526,Miquelon,PM,47.0975,-56.3814,60.8,99,100,18.01,overcast clouds
527,Balkhash,KZ,46.844,74.9804,72.91,45,0,4.54,clear sky
528,Naranjal,EC,-2.6667,-79.6167,84.96,59,91,5.82,overcast clouds
529,Ilhabela,BR,-23.7781,-45.3581,72.54,82,20,3.47,few clouds
530,Grand-Santi,GF,4.25,-54.3833,86.65,59,98,3.4,overcast clouds
531,Aracati,BR,-4.5617,-37.7697,82.11,66,100,8.81,overcast clouds
532,Mananara,MG,-16.1667,49.7667,69.22,80,8,10.87,light rain
533,Argayash,RU,55.4888,60.8767,67.69,93,79,6.58,broken clouds
534,Budogoshch,RU,59.2816,32.4707,54.61,95,9,4.68,light rain
535,Chauny,FR,49.6151,3.2186,94.69,17,0,7.74,clear sky
536,Grajau,BR,-5.8194,-46.1386,95.47,26,100,6.69,overcast clouds
537,Elblag,PL,54.1522,19.4088,62.56,82,14,3.6,few clouds
538,Tema,GH,5.667,-0.0166,75.29,70,85,11.41,overcast clouds
539,Dhrangadhra,IN,22.9833,71.4667,80.38,85,100,14.97,overcast clouds
540,Abu Samrah,SY,35.3029,37.1841,85.03,31,0,9.37,clear sky
541,Rairangpur,IN,22.2676,86.1751,78.71,84,99,6.4,overcast clouds
542,Weston,US,26.1004,-80.3998,93.99,56,0,9.22,clear sky
543,Laranjeiras Do Sul,BR,-25.4078,-52.4161,71.37,77,6,3.09,clear sky
544,Birao,CF,10.2849,22.7882,74.25,89,100,3.91,overcast clouds
545,Doaba,PK,33.4244,70.7364,88.52,52,0,3.62,clear sky
546,Maragogi,BR,-9.0122,-35.2225,77.36,75,0,10.71,clear sky
547,Puerto Narino,CO,-3.7703,-70.3831,88.97,54,97,2.01,overcast clouds
548,Torgau,DE,51.5667,13.0,87.75,26,100,6.44,overcast clouds
549,Neyshabur,IR,36.2133,58.7958,81.95,19,0,4.72,clear sky
550,Lichtenburg,ZA,-26.152,26.1597,54.84,48,79,7.0,broken clouds
551,Ampanihy,MG,-24.7,44.75,67.41,53,0,11.1,clear sky
552,Dzilam Gonzalez,MX,21.2833,-88.9333,96.62,39,46,7.78,scattered clouds
553,San Ignacio,BZ,17.1561,-89.0714,86.14,74,75,6.91,broken clouds
554,Mananjary,MG,-21.2167,48.3333,67.46,79,35,8.99,light rain
555,Loandjili,CG,-4.7561,11.8578,71.69,82,100,6.26,overcast clouds
556,Leshukonskoye,RU,64.8989,45.7622,70.05,58,100,6.04,overcast clouds
557,Storsteinnes,NO,69.2408,19.2344,57.85,79,100,3.27,overcast clouds
558,Kuybyshevo,RU,47.8123,38.9073,67.71,40,10,7.45,clear sky
559,Carutapera,BR,-1.195,-46.02,81.9,76,74,7.43,broken clouds
560,Digoin,FR,46.4812,3.9795,89.69,38,0,8.05,clear sky
561,Filadelfia,US,39.9523,-75.1638,93.61,49,0,5.99,clear sky
562,Tripoli,LY,32.8752,13.1875,81.21,70,0,13.71,clear sky
563,Novyy Urengoy,RU,66.0833,76.6333,59.02,57,13,9.15,few clouds
564,Kedrovyy,RU,56.1667,91.8167,55.87,99,92,8.37,overcast clouds
565,Cornwall,CA,45.0181,-74.7281,86.25,57,20,13.8,few clouds
566,Nsanje,MW,-16.92,35.262,69.08,79,3,4.21,clear sky
567,Reinosa,ES,42.9996,-4.138,67.05,79,39,7.92,scattered clouds
568,Suamico,US,44.6319,-88.0393,87.3,60,0,16.11,clear sky
569,Chaumont,FR,48.1167,5.1333,90.37,23,0,2.8,clear sky
570,Pinega,RU,64.7001,43.3936,60.22,95,95,5.03,light rain
571,Kargil,IN,34.5667,76.1,64.62,49,0,6.71,clear sky
572,Vidalia,US,32.2177,-82.4135,91.51,52,40,4.61,light rain
573,Bembereke,BJ,10.2283,2.6634,70.83,91,80,5.61,light rain
574,Kuliyapitiya,LK,7.4688,80.0401,74.52,95,100,2.48,overcast clouds
575,Agirish,RU,61.9247,63.0231,62.22,59,8,6.4,clear sky
576,Jodhpur,IN,26.2867,73.03,83.64,78,100,13.15,overcast clouds
577,Omboue,GA,-1.5746,9.2618,72.48,86,100,7.74,overcast clouds
578,Karimnagar,IN,18.4333,79.15,77.41,87,90,6.49,overcast clouds
579,Storforshei,NO,66.4043,14.5233,55.18,76,20,2.3,few clouds
580,Harper,LR,4.375,-7.7169,74.44,73,91,8.01,overcast clouds
581,Teguldet,RU,57.3064,88.1667,52.3,98,64,5.59,broken clouds
582,Kuusamo,FI,65.9667,29.1833,55.0,88,100,5.28,overcast clouds
583,Cachoeiro De Itapemirim,BR,-20.8489,-41.1128,80.19,54,0,7.83,clear sky
584,Tahoua,NE,14.8888,5.2692,87.91,50,10,12.62,clear sky
585,Inhambane,MZ,-23.865,35.3833,68.95,89,0,7.63,clear sky
586,San Vicente,AR,-26.6167,-54.1333,67.8,80,64,2.46,broken clouds
587,Ratangarh,IN,28.0833,74.6,93.99,52,85,6.46,overcast clouds
588,Dawlatabad,AF,36.4141,64.9053,88.34,17,0,8.21,clear sky
589,Dakar,SN,14.6937,-17.4441,86.13,74,75,11.5,broken clouds
590,Bartica,GY,6.4,-58.6167,79.12,88,90,3.71,overcast clouds
591,Nizhnevartovsk,RU,60.9344,76.5531,55.42,100,0,4.47,clear sky
592,Santo Antonio Do Monte,BR,-20.0872,-45.2936,78.44,29,0,5.08,clear sky
593,Tokmak,UA,47.2514,35.7058,67.08,45,0,8.52,clear sky
594,Zabkowice Slaskie,PL,50.5897,16.8124,73.15,68,1,5.53,clear sky
595,Edeia,BR,-17.3383,-49.9314,87.28,21,2,7.0,clear sky
596,Djibo,BF,14.1022,-1.6306,91.62,43,45,7.29,scattered clouds
597,Nouakchott,MR,18.0858,-15.9785,84.13,84,1,10.63,clear sky
598,Grindavik,IS,63.8424,-22.4338,55.87,82,0,12.66,clear sky
599,Keshorai Patan,IN,25.3,75.9333,83.98,73,56,8.3,broken clouds
600,Camacupa,AO,-12.0167,17.4833,63.14,34,0,1.74,clear sky
601,Port Shepstone,ZA,-30.7414,30.455,66.13,38,0,5.77,clear sky
602,Maraa,BR,-1.8333,-65.3667,89.53,52,75,3.0,broken clouds
603,Walvis Bay,NA,-22.9575,14.5053,55.09,87,0,4.61,clear sky
604,Chuka,KE,-0.3332,37.6459,62.15,72,100,6.46,overcast clouds
605,Pindi Bhattian,PK,31.8978,73.273,96.24,45,0,7.74,clear sky
606,Ferrandina,IT,40.5012,16.4547,76.68,33,0,3.71,clear sky
607,Nargana,PA,9.4428,-78.5906,82.51,86,100,7.54,overcast clouds
608,Muisne,EC,0.6,-80.0333,76.41,81,99,13.27,overcast clouds
609,Fraserburgh,GB,57.6874,-2.0184,66.43,93,100,16.98,overcast clouds
610,Hobyo,SO,5.3505,48.5268,75.81,77,47,28.7,scattered clouds
611,Bosaso,SO,11.2842,49.1816,91.44,44,99,7.27,overcast clouds
612,Otjiwarongo,NA,-20.4637,16.6477,52.03,42,0,5.46,clear sky
613,Kemijarvi,FI,66.7131,27.4306,57.29,80,83,4.41,broken clouds
614,Iranshahr,IR,27.2025,60.6848,91.74,52,0,4.61,clear sky
615,Outjo,NA,-20.1167,16.15,58.98,35,0,7.63,clear sky
616,Souris,CA,49.6172,-100.2612,76.86,89,100,18.95,overcast clouds
617,Makat,KZ,47.6469,53.3463,80.4,27,62,20.29,broken clouds
618,Koslan,RU,63.4564,48.8989,61.83,98,100,7.36,light rain
619,Muhos,FI,64.808,25.9931,56.98,83,6,5.64,clear sky
620,Andra,RU,62.5147,65.8878,64.69,61,79,5.48,broken clouds
621,Jalu,LY,29.0331,21.5482,86.92,21,3,11.88,clear sky
622,Oktyabrskiy,RU,54.4815,53.471,58.73,94,97,6.58,overcast clouds
623,Wad Madani,SD,14.4012,33.5199,87.35,47,100,16.2,overcast clouds
624,Sovetskiy,RU,61.3614,63.5842,63.28,55,52,5.3,broken clouds
625,Bahir Dar,ET,11.5936,37.3908,62.62,90,100,6.13,moderate rain
626,Cururupu,BR,-1.8283,-44.8683,85.46,58,84,5.75,broken clouds
627,Puerto Leguizamo,CO,-0.1934,-74.7819,74.53,95,100,2.33,overcast clouds
628,Mega,ET,4.05,38.3,60.51,66,100,12.48,overcast clouds
629,Sayyan,YE,15.1718,44.3244,62.83,62,100,5.44,overcast clouds
630,Buraydah,SA,26.326,43.975,99.05,11,0,10.38,clear sky
631,Jiwani,PK,25.05,61.7417,83.89,87,76,10.16,broken clouds
632,Canutama,BR,-6.5339,-64.3831,96.08,28,16,4.18,few clouds
633,Aquiraz,BR,-3.9014,-38.3911,88.45,71,48,10.56,scattered clouds
634,Ledziny,PL,50.1426,19.1315,76.44,84,5,3.76,clear sky
635,Safaga,EG,26.7292,33.9365,89.15,43,3,2.84,clear sky
636,Kalulushi,ZM,-12.8378,28.0919,63.07,43,38,1.3,scattered clouds
637,Colgong,IN,25.2667,87.2167,89.64,59,100,3.36,overcast clouds
638,El Cobre,CU,20.0489,-75.9469,87.24,70,40,12.66,scattered clouds
639,Soyo,AO,-6.1349,12.3689,70.88,87,53,7.96,broken clouds
640,Mogadishu,SO,2.0371,45.3438,75.52,74,100,16.51,overcast clouds
641,Lastoursville,GA,-0.8143,12.7287,77.61,68,100,2.06,overcast clouds
642,Yenagoa,NG,4.9247,6.2642,75.36,78,67,5.5,broken clouds
643,Skara,SE,58.3866,13.4384,70.83,68,9,1.01,clear sky
644,Warrington,GB,53.3925,-2.5802,90.32,46,0,6.91,clear sky
645,Bagrami,AF,34.4938,69.2743,80.13,28,0,4.99,clear sky
646,San Pedro De Macoris,DO,18.4616,-69.2972,91.53,59,76,9.89,broken clouds
647,Corner Brook,CA,48.9667,-57.9484,71.76,94,100,6.04,overcast clouds
648,Havelock,US,34.8791,-76.9013,94.05,81,61,8.01,broken clouds
649,Moroni,KM,-11.7022,43.2551,74.71,73,0,2.13,clear sky
650,Sinjar,IQ,36.3209,41.8754,94.98,11,0,11.81,clear sky
651,Buchanan,LR,5.8808,-10.0467,76.26,75,100,8.14,overcast clouds
652,Ios,GR,36.7333,25.2833,75.11,56,0,13.0,clear sky
653,Serra Branca,BR,-6.5333,-38.2667,90.39,27,11,12.44,few clouds
654,Monte Patria,CL,-30.6919,-70.9467,73.99,21,0,2.77,clear sky
655,Damietta,EG,31.4165,31.8133,81.75,69,0,9.46,clear sky
656,Navalcarnero,ES,40.2891,-4.012,90.55,48,0,11.65,clear sky
657,Le Port,RE,-20.9373,55.2919,68.0,89,8,14.14,clear sky
658,Rodrigues Alves,BR,-7.738,-72.6509,88.0,51,80,1.7,broken clouds
659,Bahia Honda,CU,22.9036,-83.1592,89.33,56,35,11.65,moderate rain
660,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,92.37,15,100,4.88,overcast clouds
661,Nizwa,OM,22.9333,57.5333,86.47,64,84,3.02,broken clouds
662,Dunda,TZ,-8.1167,34.25,64.26,60,78,4.83,broken clouds
663,Penukonda,IN,14.0833,77.5833,75.13,79,24,12.57,few clouds
664,Rabo De Peixe,PT,37.8,-25.5833,71.11,83,75,8.05,broken clouds
665,Syumsi,RU,57.1111,51.6149,59.18,88,11,9.26,few clouds
666,Imeni Zhelyabova,RU,58.9544,36.5956,57.54,69,85,6.89,overcast clouds
667,Buta,CD,2.7858,24.73,69.42,97,100,1.54,overcast clouds
668,Staryy Nadym,RU,65.6118,72.6842,61.92,56,100,9.57,overcast clouds
669,Scarborough,GB,54.2797,-0.4044,87.37,47,19,11.88,few clouds
670,Sheregesh,RU,52.9209,87.9869,48.51,98,62,4.23,broken clouds
671,Sechura,PE,-5.5569,-80.8222,74.26,59,49,13.47,scattered clouds
672,Laishevo,RU,55.4046,49.5504,62.04,81,3,11.74,clear sky
673,Misratah,LY,32.3754,15.0925,81.79,70,0,10.22,clear sky
674,Kichmengskiy Gorodok,RU,59.9816,45.7854,55.98,98,100,11.21,moderate rain
675,Watsa,CD,3.0372,29.5355,64.53,98,100,1.74,light rain
676,Mali,GN,12.079,-12.2982,62.28,92,100,2.89,moderate rain
677,Talca,CL,-35.4333,-71.6667,56.1,68,6,7.47,clear sky
678,Laje,BR,-10.1833,-40.9667,82.44,31,4,14.58,clear sky
679,Sirpur,IN,19.4833,79.6,77.27,91,98,4.25,overcast clouds
680,El Alto,PE,-4.2714,-81.2147,69.46,71,40,16.78,scattered clouds
681,Nicoya,CR,10.1483,-85.452,82.87,80,100,1.74,overcast clouds
682,Manicore,BR,-5.8092,-61.3003,93.15,46,0,8.05,clear sky
683,Tingo Maria,PE,-9.2895,-76.0088,88.11,51,20,3.44,few clouds
684,Pechenga,RU,69.5259,31.1703,59.47,73,100,7.18,overcast clouds
685,Bela,IN,25.9333,81.9833,91.96,54,86,8.99,overcast clouds
686,Upington,ZA,-28.4478,21.2561,62.98,34,6,6.91,clear sky
687,Curvelo,BR,-18.7564,-44.4308,83.03,22,0,5.64,clear sky
688,Nkongsamba,CM,4.9547,9.9404,66.09,98,100,0.74,light rain
689,Ribeira Brava,PT,32.65,-17.0667,74.71,77,5,6.85,clear sky
690,Monrovia,LR,6.3005,-10.7969,76.51,75,100,9.89,overcast clouds
